TFName	TFLocus	TFFamily	TargetName	TargetLocus	IsTF	TargetType	Confirmation	Category	InteractionType	Reference	Note	PubMedID
AtbHLH15	At2g20180	bHLH	At1g72470	At1g72470	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g72810	At1g72810	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g72820	At1g72820	No	Direct	Confirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + RT-PCR	19244139
AtbHLH15	At2g20180	bHLH	At1g73110	At1g73110	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73120	At1g73120	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73130	At1g73130	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73480	At1g73480	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73530	At1g73530	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73540	At1g73540	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73660	At1g73660	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	ATMPK15	At1g73670	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73687	At1g73687	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73690	At1g73690	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73880	At1g73880	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73885	At1g73885	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g73900	At1g73900	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g74920	At1g74920	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g74930	At1g74930	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g74940	At1g74940	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g74950	At1g74950	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75340	At1g75340	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75360	At1g75360	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75440	At1g75440	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	CKX5	At1g75450	No	Direct	Confirmed	NA	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + RT-PCR + Table 5	19244139
AtbHLH15	At2g20180	bHLH	At1g75480	At1g75480	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75490	At1g75490	Yes	Direct	Confirmed	AP2-EREBP Family	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75790	At1g75790	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75810	At1g75810	No	Direct	Confirmed	NA	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g75830	At1g75830	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g76080	At1g76080	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	SMT3	At1g76090	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g76600	At1g76600	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g76990	At1g76990	No	Direct	Confirmed	NA	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g77450	At1g77450	Yes	Direct	Unconfirmed	NAC Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g77480	At1g77480	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g77490	At1g77490	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	ATGSTU19	At1g78380	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g78610	At1g78610	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g78630	At1g78630	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g78700	At1g78700	Yes	Direct	Confirmed	BZR Family	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g79150	At1g79150	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g79160	At1g79160	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g79170	At1g79170	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g79470	At1g79470	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g79490	At1g79490	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80280	At1g80280	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80290	At1g80290	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80420	At1g80420	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80440	At1g80440	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80490	At1g80490	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80530	At1g80530	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80580	At1g80580	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80600	At1g80600	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At1g80620	At1g80620	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g01140	At2g01140	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	RHA2B	At2g01150	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	RGA	At2g01570	Yes	Direct	Confirmed	GRAS Family	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	EXGT-A3	At2g01850	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	GRP-3	At2g05520	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	AGL44	At2g14210	Yes	Direct	Confirmed	MADS Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + RT-PCR	19244139
AtbHLH15	At2g20180	bHLH	At2g16650	At2g16650	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g16660	At2g16660	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g18780	At2g18780	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g18790	At2g18790	No	Direct	Confirmed	NA	Activation	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g18876	At2g18876	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g19460	At2g19460	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g19800	At2g19800	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g19806	At2g19806	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	AtbHLH15	At2g20180	Yes	Direct	Unconfirmed	bHLH Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g20510	At2g20510	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g20515	At2g20515	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g20520	At2g20520	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g20530	At2g20530	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g21170	At2g21170	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g21180	At2g21180	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g21510	At2g21510	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g21520	At2g21520	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g22830	At2g22830	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	AtGRF1	At2g22840	Yes	Direct	Unconfirmed	GRF Family	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g23430	At2g23430	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g23440	At2g23440	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g23460	At2g23460	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g24570	At2g24570	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g25460	At2g25460	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g25470	At2g25470	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g25690	At2g25690	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g26720	At2g26720	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g27060	At2g27060	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g27500	At2g27500	No	Direct	Confirmed	NA	Repression	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis + Microarray Analysis	19244139
AtbHLH15	At2g20180	bHLH	At2g27505	At2g27505	No	Direct	Unconfirmed	NA	Unknown	Oh et al., 2009. genome-wide analysis of genes targeted by PHYTOCHROME INTERACTING FACTOR 3-LIKES during seed germination in Arabidopsis. The Plant Cell 21(2):403-419	ChIP-Chip Analysis	19244139
