source	target	interaction	symmetry	weight	negation
at2g31880	at2g19190	regulation	asymmetrical	1.0	affirmative
at1g01620	at3g26200	ppi	symmetrical	0.0	affirmative
at2g20180	at1g48470	positive_regulation	asymmetrical	1.0	affirmative
at3g06110	at3g45640	dephosphorylation	asymmetrical	1.5854766465	affirmative
at2g20180	at5g50740	inhibition	asymmetrical	1.1100884915	affirmative
at1g78290	at3g09820	phosphorylation	asymmetrical	0.0	affirmative
at2g46870	at3g27960	ppi	symmetrical	0.0	affirmative
at2g20180	at3g04780	inhibition	asymmetrical	1.0	affirmative
at1g42990	at3g10800	ppi	symmetrical	1.4111434704999999	affirmative
at3g19590	at3g25980	ppi	symmetrical	0.8009669747810194	affirmative
at2g20180	at1g65295	inhibition	asymmetrical	1.173595441	affirmative
at4g24990	at5g41700	ppi	symmetrical	1.1859117525	affirmative
at3g25250	at5g04510	regulation	asymmetrical	1.292553697	affirmative
at3g48890	at5g05170	ppi	symmetrical	0.0	affirmative
at3g50500	at5g59220	regulation	asymmetrical	0.0	affirmative
at4g24400	at1g37130	regulation	asymmetrical	1.1615263125	affirmative
at2g20180	at1g80440	inhibition	asymmetrical	0.0	affirmative
at4g01370	at2g38470	phosphorylation	asymmetrical	2.0780505015	affirmative
at2g38120	at5g52240	ppi	symmetrical	0.0	affirmative
at1g15570	at5g20030	ppi	symmetrical	0.0	affirmative
at2g20180	at3g56370	inhibition	asymmetrical	1.2326448700000001	affirmative
at2g41090	at3g01970	ppi	symmetrical	1.1275828485	affirmative
at1g73500	at1g01560	phosphorylation	asymmetrical	1.650589021	affirmative
at4g23810	at3g01080	inhibition	asymmetrical	1.8493048925	affirmative
at2g26760	at5g16690	ppi	symmetrical	0.0	affirmative
at4g29810	at1g66090	regulation	asymmetrical	1.8705710770000001	affirmative
at3g19590	at5g51600	ppi	symmetrical	0.8034256745089433	affirmative
at2g35190	at3g13175	ppi	symmetrical	0.0	affirmative
at1g23080	at1g34640	ppi	symmetrical	1.0	affirmative
at4g09570	at5g55630	phosphorylation	asymmetrical	1.2629625815	affirmative
at1g24280	at1g78300	ppi	symmetrical	0.0	affirmative
at5g06530	at5g63030	ppi	symmetrical	0.0	affirmative
at1g16260	at5g67280	ppi	symmetrical	0.0	affirmative
at2g20180	at4g23885	inhibition	asymmetrical	0.0	affirmative
at5g56580	at1g01560	positive_regulation	asymmetrical	0.0	affirmative
at2g20180	at3g58450	positive_regulation	asymmetrical	1.0	affirmative
at1g11330	at3g51920	ppi	symmetrical	1.9636639144999999	affirmative
at5g58140	at3g45780	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at5g11670	positive_regulation	asymmetrical	2.0755536795	affirmative
at1g64520	at3g48750	ppi	symmetrical	1.0	affirmative
at2g41100	at4g37240	ppi	symmetrical	0.0	affirmative
at3g45640	at5g11510	phosphorylation	asymmetrical	0.0	affirmative
at2g20180	at4g29820	positive_regulation	asymmetrical	1.1635093345	affirmative
at1g34640	at3g60220	ppi	symmetrical	0.0	affirmative
at2g20180	at1g24150	inhibition	asymmetrical	0.0	affirmative
at5g35330	at5g66750	ppi	symmetrical	0.0	affirmative
at3g22880	at5g20850	ppi	symmetrical	0.7584359202227617	affirmative
at5g11260	at4g08950	positive_regulation	asymmetrical	1.0	affirmative
at1g29120	at2g34090	ppi	symmetrical	1.149257612	affirmative
at4g18960	at5g22570	positive_regulation	asymmetrical	1.0	affirmative
at1g20930	at3g51920	ppi	symmetrical	0.0	affirmative
at1g70520	at1g78380	ppi	symmetrical	1.7408754375000002	affirmative
at3g51920	at4g23050	ppi	symmetrical	1.6179985234999998	affirmative
at1g59580	at1g63100	phosphorylation	asymmetrical	0.0	affirmative
at2g20180	at5g45670	inhibition	asymmetrical	1.142682501	affirmative
at5g61850	at2g44450	positive_regulation	asymmetrical	0.0	affirmative
at2g04050	at3g48890	ppi	symmetrical	2.045145874	affirmative
at2g20180	at5g25900	positive_regulation	asymmetrical	1.0	affirmative
at1g10470	at3g61260	ppi	symmetrical	0.0	affirmative
at3g19050	at5g20990	ppi	symmetrical	1.1424934255	affirmative
at5g48380	at5g52240	ppi	symmetrical	1.6852287915	affirmative
at2g20180	at3g59940	positive_regulation	asymmetrical	1.5585218875	affirmative
at3g27920/at5g41315	at4g00480	positive_regulation	asymmetrical	0.0	affirmative
at5g11260	at4g22880	positive_regulation	asymmetrical	1.0	affirmative
at2g20180	at5g01670	positive_regulation	asymmetrical	1.167045143	affirmative
at4g16250	at5g35840	ppi	symmetrical	1.172244802	affirmative
at2g20180	at1g01240	positive_regulation	asymmetrical	1.0	affirmative
at5g11260	at1g13600	inhibition	asymmetrical	1.0	affirmative
at1g69480	at4g16515	ppi	symmetrical	0.0	affirmative
at1g65690	at2g42290	ppi	symmetrical	0.0	affirmative
at1g10760	at1g78300	ppi	symmetrical	0.0	affirmative
at3g45640	at4g39950	regulation	asymmetrical	2.6459166135	affirmative
at2g39530	at2g40460	ppi	symmetrical	0.7104157233180871	affirmative
at3g45640	at3g26830	regulation	asymmetrical	2.968004419	affirmative
at1g59520	at2g45010	ppi	symmetrical	1.096649245	affirmative
at1g75020	at5g63030	ppi	symmetrical	1.4393286349999999	affirmative
at1g51660	at1g80840	regulation	asymmetrical	1.8771563485	affirmative
at1g35670	at1g35140	regulation	asymmetrical	1.0	affirmative
at4g30450	at5g09480	ppi	symmetrical	0.0	affirmative
at2g20180	at5g06000	inhibition	asymmetrical	1.183750899	affirmative
at2g20180	at3g16570	positive_regulation	asymmetrical	1.0	affirmative
at2g26300	at5g10470	ppi	symmetrical	1.1580650590000001	affirmative
at2g20180	at5g22300	inhibition	asymmetrical	0.0	affirmative
at2g20180	at4g21120	inhibition	asymmetrical	0.0	affirmative
at2g20180	at1g35140	inhibition	asymmetrical	1.0	affirmative
at3g01550	at3g08040	ppi	symmetrical	0.0	affirmative
at5g11260	at3g17130	positive_regulation	asymmetrical	0.0	affirmative
at1g12110	at1g18890	ppi	symmetrical	1.327618259	affirmative
at3g12510	at5g55690	ppi	symmetrical	0.0	affirmative
at3g51920	at4g37870	ppi	symmetrical	1.8574994939999998	affirmative
at3g26090	at5g11790	ppi	symmetrical	1.2404656885	affirmative
at1g35670	at1g49720	phosphorylation	asymmetrical	1.0	affirmative
at1g13600	at1g75390	ppi	symmetrical	1.0	affirmative
at1g78290	at1g45249	phosphorylation	asymmetrical	1.0	affirmative
at1g01560	at3g50060	regulation	asymmetrical	1.650589021	affirmative
at3g25250	at2g14610	regulation	asymmetrical	1.292553697	affirmative
at5g13790	at4g02800	positive_regulation	asymmetrical	0.0	affirmative
at2g20180	at5g18280	inhibition	asymmetrical	1.160689416	affirmative
at2g20180	at4g37640	inhibition	asymmetrical	0.0	affirmative
at2g20180	at1g73590	inhibition	asymmetrical	1.0	affirmative
at2g20180	at3g57870	inhibition	asymmetrical	1.0	affirmative
at3g48750	at4g34160	ppi	symmetrical	0.0	affirmative
at1g64280	at5g10030	ppi	symmetrical	1.647030628	affirmative
at3g50500	at1g49720	phosphorylation	asymmetrical	1.1129695115	affirmative
at1g14920	at1g60670	ppi	symmetrical	1.0	affirmative
at1g02690	at2g29350	ppi	symmetrical	0.0	affirmative
at1g18040	at1g44110	ppi	symmetrical	0.0	affirmative
at1g65820	at5g59940	ppi	symmetrical	1.2550450305	affirmative
at5g55910	at1g23080	phosphorylation	asymmetrical	1.0	affirmative
at1g01560	at4g08950	regulation	asymmetrical	1.650589021	affirmative
at1g06225	at5g52240	ppi	symmetrical	0.0	affirmative
at3g44200	at2g40940	regulation	asymmetrical	1.4115937525	affirmative
at2g20180	at1g69530	inhibition	asymmetrical	1.0	affirmative
at4g26080	at5g46790	ppi	symmetrical	0.0	affirmative
at2g41090	at3g19290	ppi	symmetrical	1.0	affirmative
at4g29810	at4g01250	regulation	asymmetrical	1.0	affirmative
at1g20930	at3g48750	ppi	symmetrical	0.0	affirmative
at2g20180	at1g32740	positive_regulation	asymmetrical	1.0	affirmative
at4g35090	at5g35410	ppi	symmetrical	1.0	affirmative
at2g04030	at4g23050	ppi	symmetrical	1.0	affirmative
at1g61010	at2g25850	ppi	symmetrical	1.2949398435	affirmative
at2g20180	at1g27970	inhibition	asymmetrical	0.0	affirmative
at2g20180	at3g02800	inhibition	asymmetrical	0.0	affirmative
at1g15820	at3g26090	ppi	symmetrical	1.2404656885	affirmative
at1g70520	at5g63030	ppi	symmetrical	1.740858709	affirmative
at2g20180	at3g03770	inhibition	asymmetrical	1.0	affirmative
at2g20180	at4g18710	positive_regulation	asymmetrical	1.0	affirmative
at3g08040	at5g17210	ppi	symmetrical	0.8064316928806581	affirmative
at3g51300	at3g55660	ppi	symmetrical	0.7536338038403176	affirmative
at3g02470	at3g08710	ppi	symmetrical	1.391581082	affirmative
at1g21460	at5g45095	ppi	symmetrical	0.0	affirmative
at2g41090	at5g01890	ppi	symmetrical	1.0	affirmative
at2g15970	at3g13175	ppi	symmetrical	0.0	affirmative
at2g30490	at2g32720	ppi	symmetrical	0.0	affirmative
at2g31200	at5g09810	ppi	symmetrical	1.0	affirmative
at3g08040	at3g19930	ppi	symmetrical	0.0	affirmative
at1g59520	at3g09980	ppi	symmetrical	0.0	affirmative
at2g34650	at1g70940	regulation	asymmetrical	1.0	affirmative
at2g16900	at3g25980	ppi	symmetrical	0.0	affirmative
at1g78300	at4g35090	ppi	symmetrical	0.0	affirmative
at2g20180	at1g47128	inhibition	asymmetrical	1.0	affirmative
at4g19660	at5g06950	ppi	symmetrical	0.0	affirmative
at2g20180	at1g22060	positive_regulation	asymmetrical	1.0	affirmative
at1g65690	at1g79680	ppi	symmetrical	2.213080118	affirmative
at3g23340	at4g18630	ppi	symmetrical	1.0	affirmative
at1g07450	at2g29350	ppi	symmetrical	1.3622946630000001	affirmative
at2g20180	at1g44100	inhibition	asymmetrical	1.0	affirmative
at1g49760	at2g43970	ppi	symmetrical	1.16234822	affirmative
at1g78300	at4g31800	ppi	symmetrical	0.0	affirmative
at4g26070	at1g20630	regulation	asymmetrical	1.4680760385	affirmative
at2g46170	at3g02640	ppi	symmetrical	0.0	affirmative
at1g71830	at4g37650	regulation	asymmetrical	1.0	affirmative
at2g30490	at5g52240	ppi	symmetrical	0.0	affirmative
at2g20180	at2g47240	inhibition	asymmetrical	0.0	affirmative
at1g51660	at5g38900	regulation	asymmetrical	1.3992463714999999	affirmative
at2g20180	at4g27280	inhibition	asymmetrical	1.0	affirmative
at1g22430	at3g26090	ppi	symmetrical	1.3830179679999999	affirmative
at1g12110	at1g30270	ppi	symmetrical	1.0	affirmative
at4g26080	at3g50500	dephosphorylation	asymmetrical	1.404927405	affirmative
at4g32000	at5g37600	ppi	symmetrical	1.4386101055	affirmative
at2g04040	at3g48890	ppi	symmetrical	2.1732437090000003	affirmative
at3g51240	at5g08640	ppi	symmetrical	0.0	affirmative
at2g20180	at5g28540	inhibition	asymmetrical	1.0	affirmative
at4g38690	at5g10020	ppi	symmetrical	0.8016493453306229	affirmative
at2g40940	at5g03730	ppi	symmetrical	1.7259758440000001	affirmative
at2g20180	at5g55630	positive_regulation	asymmetrical	1.0	affirmative
at1g22920	at5g38410	ppi	symmetrical	1.0	affirmative
at1g59580	at3g28910	phosphorylation	asymmetrical	1.5571644005	affirmative
at1g66750	at3g48750	ppi	symmetrical	1.0	affirmative
at4g29810	at5g57560	regulation	asymmetrical	1.0	affirmative
at1g65690	at5g01540	ppi	symmetrical	2.451702535	affirmative
at3g14230	at3g58040	ppi	symmetrical	1.237126514	affirmative
at1g61010	at2g01730	ppi	symmetrical	1.0	affirmative
at2g17290	at2g35980	regulation	asymmetrical	2.3908318525	affirmative
at3g51920	at5g55690	ppi	symmetrical	1.6179985234999998	affirmative
at2g13790	at4g37650	regulation	asymmetrical	1.488487784	affirmative
at1g30360	at1g34640	ppi	symmetrical	0.0	affirmative
at2g30020	at4g01370	ppi	symmetrical	1.0	affirmative
at2g20180	at4g19880	positive_regulation	asymmetrical	1.4729767995	affirmative
at4g33260	at4g35620	ppi	symmetrical	0.0	affirmative
at3g50500	at1g49720	regulation	asymmetrical	1.1129695115	affirmative
at1g18890	at3g51920	ppi	symmetrical	1.9456167825	affirmative
at3g25250	at3g59350	ppi	symmetrical	1.292553697	affirmative
at1g34640	at2g20300	ppi	symmetrical	1.0	affirmative
at2g20180	at5g45480	inhibition	asymmetrical	1.13604791	affirmative
at2g04040	at5g63030	ppi	symmetrical	2.174475362	affirmative
at1g09100	at1g76540	ppi	symmetrical	0.0	affirmative
at4g09570	at1g49720	phosphorylation	asymmetrical	1.2629625815	affirmative
at1g59580	at2g16720	phosphorylation	asymmetrical	1.6672801165	affirmative
at5g11260	at1g33560	positive_regulation	asymmetrical	1.0	affirmative
at2g20180	at3g14990	positive_regulation	asymmetrical	1.9654659854999998	affirmative
at1g30270	at4g21270	ppi	symmetrical	0.0	affirmative
at1g51660	at1g78410	regulation	asymmetrical	2.7324648309999997	affirmative
at3g08040	at5g63030	ppi	symmetrical	0.0	affirmative
at2g20180	at1g43700	positive_regulation	asymmetrical	1.0	affirmative
at4g18710	at1g19350	regulation	asymmetrical	1.0	affirmative
at1g78300	at2g43140	ppi	symmetrical	0.0	affirmative
at2g39530	at4g31590	ppi	symmetrical	0.8318532210345697	affirmative
at3g08040	at3g27170	ppi	symmetrical	0.7624468272013938	affirmative
at3g53810	at4g38690	ppi	symmetrical	0.0	affirmative
at1g17420	at1g67800	ppi	symmetrical	1.336839997	affirmative
at5g11260	at1g24140	positive_regulation	asymmetrical	1.5024767675000001	affirmative
at1g66750	at4g03270	ppi	symmetrical	0.0	affirmative
at1g35670	at3g06760	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at4g35110	inhibition	asymmetrical	0.0	affirmative
at4g35310	at1g35140	regulation	asymmetrical	1.0	affirmative
at4g29810	at2g43510	regulation	asymmetrical	2.0983076725	affirmative
at1g17180	at2g29420	ppi	symmetrical	1.2551010705	affirmative
at3g54820	at4g23400	ppi	symmetrical	0.8171744206418421	affirmative
at1g02970	at3g48750	ppi	symmetrical	0.0	affirmative
at1g23080	at4g09570	ppi	symmetrical	1.2629625815	affirmative
at1g71830	at1g20700	regulation	asymmetrical	1.0	affirmative
at2g20180	at1g17080	positive_regulation	asymmetrical	1.0	affirmative
at1g35670	at5g55630	phosphorylation	asymmetrical	1.0	affirmative
at1g63650	at1g66390	ppi	symmetrical	0.0	affirmative
at3g28220	at5g20230	ppi	symmetrical	0.0	affirmative
at1g01560	at2g19190	regulation	asymmetrical	1.650589021	affirmative
at1g16330	at1g76540	ppi	symmetrical	0.8119751483655184	affirmative
at1g67800	at1g69690	ppi	symmetrical	0.0	affirmative
at2g20180	at3g48890	positive_regulation	asymmetrical	1.1657266955	affirmative
at3g45640	at4g23810	positive_regulation	asymmetrical	2.434781539	affirmative
at3g08850	at3g63210	ppi	symmetrical	1.0	affirmative
at4g34160	at5g02220	ppi	symmetrical	0.819143802306584	affirmative
at1g75020	at5g36120	ppi	symmetrical	1.2723702865	affirmative
at3g16050	at5g01410	ppi	symmetrical	0.0	affirmative
at2g20180	at3g11930	positive_regulation	asymmetrical	1.0	affirmative
at3g50500	at1g07430	regulation	asymmetrical	1.1129695115	affirmative
at3g19450	at4g34230	ppi	symmetrical	1.0	affirmative
at1g73590	at2g34650	ppi	symmetrical	1.0	affirmative
at2g40460	at3g13175	ppi	symmetrical	0.0	affirmative
at4g18960	at5g49330	positive_regulation	asymmetrical	0.0	affirmative
at1g51660	at5g18470	regulation	asymmetrical	2.720074265	affirmative
at1g78300	at4g12020	ppi	symmetrical	0.0	affirmative
at5g04510	at3g44610	phosphorylation	asymmetrical	0.0	affirmative
at2g20180	at3g16190	positive_regulation	asymmetrical	1.1911280595	affirmative
at3g12810	at3g54560	ppi	symmetrical	0.0	affirmative
at3g04000	at4g13180	ppi	symmetrical	1.952900617	affirmative
at2g33330	at4g31590	ppi	symmetrical	0.8300200915896115	affirmative
at2g20180	at3g62420	positive_regulation	asymmetrical	0.0	affirmative
at4g27780	at4g38580	ppi	symmetrical	1.2988479425000001	affirmative
at4g24400	at5g35630	regulation	asymmetrical	1.1615263125	affirmative
at2g20180	at3g05900	inhibition	asymmetrical	1.2027074105	affirmative
at1g65690	at4g31840	ppi	symmetrical	0.0	affirmative
at4g29810	at2g40140	regulation	asymmetrical	1.0	affirmative
at1g65690	at4g34220	ppi	symmetrical	1.962125596	affirmative
at2g36010/at5g02470	at3g27640	positive_regulation	asymmetrical	0.0	affirmative
at3g24570	at3g60470	ppi	symmetrical	1.319642534	affirmative
at1g55250	at1g55255	ppi	symmetrical	1.0	affirmative
at4g01370	at3g16770	phosphorylation	asymmetrical	1.2375270915	affirmative
at2g20180	at2g38530	positive_regulation	asymmetrical	1.4587898895	affirmative
at3g27580	at1g70940	phosphorylation	asymmetrical	1.0	affirmative
at1g62880	at5g44020	ppi	symmetrical	1.0	affirmative
at2g20180	at1g77630	inhibition	asymmetrical	1.0	affirmative
at3g46030	at5g13330	ppi	symmetrical	0.0	affirmative
at1g77760	at3g45640	ppi	symmetrical	1.5854766465	affirmative
at2g20180	at1g09250	positive_regulation	asymmetrical	1.0	affirmative
at1g02690	at2g25000	ppi	symmetrical	0.0	affirmative
at2g41090	at4g37870	ppi	symmetrical	1.2395009705	affirmative
at2g15620	at5g48380	ppi	symmetrical	1.5390687955	affirmative
at4g19840	at5g62630	ppi	symmetrical	1.2872525875	affirmative
at2g22810	at4g08040	ppi	symmetrical	0.0	affirmative
at1g17200	at1g75280	ppi	symmetrical	0.0	affirmative
at5g40440	at1g55850	regulation	asymmetrical	1.28280397	affirmative
at2g36010/at5g02470	at4g14365	positive_regulation	asymmetrical	2.839042929	affirmative
at3g53420	at4g11830	ppi	symmetrical	0.0	affirmative
at5g11260	at2g28630	positive_regulation	asymmetrical	1.7320053235000001	affirmative
at1g22920	at2g26300	ppi	symmetrical	1.1580650590000001	affirmative
at3g13175	at3g19930	ppi	symmetrical	2.5443338685	affirmative
at1g51660	at3g45640	positive_regulation	asymmetrical	1.5854766465	affirmative
at1g78300	at1g80840	ppi	symmetrical	0.0	affirmative
at2g46070	at4g26070	ppi	symmetrical	1.4680760385	affirmative
at2g36010/at5g02470	at5g16690	positive_regulation	asymmetrical	1.0	affirmative
at3g23340	at5g03990	ppi	symmetrical	1.0	affirmative
at2g20180	at5g02220	inhibition	asymmetrical	1.2231726195000001	affirmative
at1g51660	at1g74360	regulation	asymmetrical	1.352561212	affirmative
at5g04510	at5g47750	phosphorylation	asymmetrical	1.0	affirmative
at2g20180	at3g16870	inhibition	asymmetrical	1.2590670135	affirmative
at3g06110	at3g45640	ppi	symmetrical	1.5854766465	affirmative
at3g48750	at4g03270	phosphorylation	asymmetrical	0.0	affirmative
at4g11990	at4g32830	ppi	symmetrical	0.0	affirmative
at3g02230	at3g44050	ppi	symmetrical	0.0	affirmative
at4g00020	at5g20850	ppi	symmetrical	0.0	affirmative
at2g44040	at3g59420	ppi	symmetrical	0.0	affirmative
at1g35670	at1g45249	phosphorylation	asymmetrical	1.0	affirmative
at1g59580	at5g59430	phosphorylation	asymmetrical	0.0	affirmative
at2g29420	at2g29490	ppi	symmetrical	1.2551010705	affirmative
at1g12360	at5g61210	ppi	symmetrical	1.1914512635	affirmative
at1g09570	at2g20180	ppi	symmetrical	1.0	affirmative
at5g11260	at5g08640	positive_regulation	asymmetrical	0.0	affirmative
at3g12510	at5g26870	ppi	symmetrical	0.0	affirmative
at2g01420	at3g60220	ppi	symmetrical	0.0	affirmative
at1g47710	at5g04200	ppi	symmetrical	1.166342698	affirmative
at5g04510	at5g55910	ppi	symmetrical	1.0	affirmative
at2g20180	at1g58440	positive_regulation	asymmetrical	0.0	affirmative
at1g59580	at2g27050	phosphorylation	asymmetrical	1.5569477605	affirmative
at3g11410	at1g12480	dephosphorylation	asymmetrical	1.0	affirmative
at1g17190	at2g29490	ppi	symmetrical	0.0	affirmative
at4g23810	at4g35090	positive_regulation	asymmetrical	1.8493048925	affirmative
at4g01370	at4g33540	phosphorylation	asymmetrical	1.3797702680000001	affirmative
at2g22810	at3g49700	ppi	symmetrical	1.0	affirmative
at3g02640	at5g20090	ppi	symmetrical	0.0	affirmative
at2g30020	at3g11410	ppi	symmetrical	1.0	affirmative
at2g20180	at3g47160	positive_regulation	asymmetrical	1.2789547595	affirmative
at2g20180	at3g51430	positive_regulation	asymmetrical	1.5930876185	affirmative
at2g20180	at2g43080	positive_regulation	asymmetrical	1.2310207195	affirmative
at2g20180	at5g50200	inhibition	asymmetrical	0.0	affirmative
at1g25490	at1g73590	ppi	symmetrical	1.0	affirmative
at2g20180	at2g35860	inhibition	asymmetrical	1.1897743065	affirmative
at3g55560	at1g15550	inhibition	asymmetrical	1.322476416	affirmative
at1g76540	at1g74890	regulation	asymmetrical	0.0	affirmative
at1g50290	at3g08040	ppi	symmetrical	0.0	affirmative
at1g73500	at2g46070	ppi	symmetrical	1.0	affirmative
at5g04510	at3g25250	regulation	asymmetrical	1.292553697	affirmative
at2g20180	at1g26270	inhibition	asymmetrical	0.0	affirmative
at1g09530	at4g16250	ppi	symmetrical	1.4567215495	affirmative
at2g46070	at5g56580	ppi	symmetrical	0.0	affirmative
at4g22570	at5g11160	ppi	symmetrical	0.7444527788736874	affirmative
at1g51660	at1g24150	regulation	asymmetrical	1.421517224	affirmative
at4g08500	at4g23810	phosphorylation	asymmetrical	1.8493048925	affirmative
at2g20180	at1g22530	inhibition	asymmetrical	1.223800602	affirmative
at3g08040	at5g48380	ppi	symmetrical	0.0	affirmative
at2g20180	at4g21510	inhibition	asymmetrical	0.0	affirmative
at2g20180	at1g07240	positive_regulation	asymmetrical	1.28743459	affirmative
at2g20180	at5g57180	inhibition	asymmetrical	1.0	affirmative
at3g50500	at5g59220	ppi	symmetrical	0.0	affirmative
at2g36740	at3g54560	ppi	symmetrical	0.0	affirmative
at2g20180	at5g24150	inhibition	asymmetrical	1.479207598	affirmative
at2g43140	at3g11520	ppi	symmetrical	0.0	affirmative
at4g29810	at5g47220	regulation	asymmetrical	1.6006218015	affirmative
at1g01560	at2g40140	regulation	asymmetrical	1.650589021	affirmative
at3g13175	at5g10190	ppi	symmetrical	1.508644336	affirmative
at4g14550	at5g20730	ppi	symmetrical	0.0	affirmative
at5g11260	at1g71697	positive_regulation	asymmetrical	1.53321622	affirmative
at2g20180	at1g08930	inhibition	asymmetrical	0.0	affirmative
at2g04040	at5g52240	ppi	symmetrical	2.1536770095	affirmative
at4g30260	at5g44020	ppi	symmetrical	1.0	affirmative
at3g44050	at5g16970	ppi	symmetrical	0.0	affirmative
at1g64230	at4g24990	ppi	symmetrical	1.0	affirmative
at1g20010	at3g50960	ppi	symmetrical	0.0	affirmative
at2g20180	at3g20250	positive_regulation	asymmetrical	1.233079557	affirmative
at3g11410	at4g22200	dephosphorylation	asymmetrical	0.0	affirmative
at5g13790	at1g71880	inhibition	asymmetrical	0.0	affirmative
at2g29320	at2g29350	ppi	symmetrical	1.3622946630000001	affirmative
at1g21460	at3g13175	ppi	symmetrical	0.0	affirmative
at1g31870	at5g61010	ppi	symmetrical	1.6617126615	affirmative
at2g20180	at5g20050	positive_regulation	asymmetrical	1.212667554	affirmative
at2g29350	at5g06060	ppi	symmetrical	1.3622946630000001	affirmative
at1g34640	at2g39530	ppi	symmetrical	0.0	affirmative
at4g01370	at4g00330	phosphorylation	asymmetrical	1.1504057705	affirmative
at1g78300	at5g13490	ppi	symmetrical	0.0	affirmative
at5g13790	at2g37040	inhibition	asymmetrical	1.0	affirmative
at2g20180	at1g19130	positive_regulation	asymmetrical	1.247587593	affirmative
at5g11260	at5g13930	positive_regulation	asymmetrical	0.0	affirmative
at1g75020	at4g32410	ppi	symmetrical	0.0	affirmative
at3g01500	at5g67480	ppi	symmetrical	1.0	affirmative
at4g01370	at4g26270	phosphorylation	asymmetrical	1.3972427105	affirmative
at5g40440	at3g04720	regulation	asymmetrical	2.4808495555	affirmative
at3g60300	at4g39950	ppi	symmetrical	2.2775535935	affirmative
at5g40440	at1g32640	regulation	asymmetrical	1.0	affirmative
at3g45640	at2g37710	phosphorylation	asymmetrical	2.4644231975	affirmative
at3g45640	at3g55270	ppi	symmetrical	1.5854766465	affirmative
at1g34640	at5g06530	ppi	symmetrical	0.0	affirmative
at3g51300	at3g53350	ppi	symmetrical	0.0	affirmative
at1g34640	at5g55630	ppi	symmetrical	1.0	affirmative
at2g20180	at1g01430	inhibition	asymmetrical	1.1438471125	affirmative
at3g16770	at4g27780	ppi	symmetrical	1.2375270915	affirmative
at1g14400	at1g55255	ppi	symmetrical	1.132209066	affirmative
at1g09415	at1g64280	ppi	symmetrical	1.696990978	affirmative
at5g11260	at5g49520	positive_regulation	asymmetrical	1.378014571	affirmative
at2g31200	at3g12110	ppi	symmetrical	0.0	affirmative
at3g08040	at5g64740	ppi	symmetrical	0.8467503065525617	affirmative
at3g11410	at4g22200	ppi	symmetrical	0.0	affirmative
at5g10470	at5g19440	ppi	symmetrical	1.2856575535	affirmative
at2g02950	at5g58140	ppi	symmetrical	1.0	affirmative
at2g20180	at5g65750	positive_regulation	asymmetrical	1.1846293655	affirmative
at1g22920	at4g38960	ppi	symmetrical	1.0	affirmative
at4g00720	at1g51660	phosphorylation	asymmetrical	1.0	affirmative
at4g38550	at5g44070	ppi	symmetrical	3.1638601655	affirmative
at1g30270	at2g26650	positive_regulation	asymmetrical	1.0	affirmative
at3g45640	at4g11890	phosphorylation	asymmetrical	1.5854766465	affirmative
at2g20180	at2g15050	inhibition	asymmetrical	0.0	affirmative
at5g13790	at5g25580	positive_regulation	asymmetrical	0.0	affirmative
at2g47430	at5g03730	ppi	symmetrical	1.3143820915	affirmative
at2g20180	at4g23060	inhibition	asymmetrical	0.0	affirmative
at2g20180	at2g28470	inhibition	asymmetrical	1.222559918	affirmative
at5g13790	at3g04730	positive_regulation	asymmetrical	1.0	affirmative
at4g24550	at5g19440	ppi	symmetrical	1.2856575535	affirmative
at5g04280	at5g06770	ppi	symmetrical	0.0	affirmative
at2g20180	at1g75390	inhibition	asymmetrical	1.0	affirmative
at5g11260	at2g33580	positive_regulation	asymmetrical	1.7090546894999998	affirmative
at1g18390	at5g67140	ppi	symmetrical	1.8023985185	affirmative
at1g08090	at5g50200	ppi	symmetrical	1.6416328345	affirmative
at2g39660	at5g46330	phosphorylation	asymmetrical	1.392281399	affirmative
at1g51660	at1g26410	regulation	asymmetrical	1.835796018	affirmative
at1g09530	at3g51240	positive_regulation	asymmetrical	1.2844767475	affirmative
at1g22920	at3g03000	ppi	symmetrical	1.16276617	affirmative
at1g59580	at5g01900	phosphorylation	asymmetrical	1.325404236	affirmative
at3g55270	at4g01370	negative_regulation	asymmetrical	1.0	affirmative
at1g35670	at1g14540	regulation	asymmetrical	1.0	affirmative
at4g01370	at2g47630	phosphorylation	asymmetrical	0.0	affirmative
at1g34640	at2g36830	ppi	symmetrical	0.0	affirmative
at1g34640	at5g64740	ppi	symmetrical	0.0	affirmative
at2g39660	at4g23550	regulation	asymmetrical	1.0	affirmative
at2g25000	at5g13630	ppi	symmetrical	1.0	affirmative
at1g13580	at1g34640	ppi	symmetrical	0.0	affirmative
at2g20180	at4g28390	positive_regulation	asymmetrical	1.4004119865	affirmative
at3g49700	at5g65800	ppi	symmetrical	1.0	affirmative
at1g80840	at2g25000	ppi	symmetrical	1.8771563485	affirmative
at2g01730	at2g25850	ppi	symmetrical	1.2949398435	affirmative
at1g64230	at3g26980	ppi	symmetrical	1.2808780285	affirmative
at2g36010/at5g02470	at1g07370	positive_regulation	asymmetrical	0.0	affirmative
at2g21620	at3g26090	ppi	symmetrical	1.4490691215	affirmative
at5g08640	at5g42800	ppi	symmetrical	0.5912729252325613	affirmative
